Grade Level,Subject,TEK,STANDARD
4th Grade,Social Studies,13(C),"identify the intent, meaning, and importance of the Declaration of Independence, the U.S. Constitution, and the Bill of Rights (Celebrate Freedom Week)"
4th Grade,Social Studies,14(A),"explain the meaning of various patriotic symbols and landmarks of Texas, including the six flags that flew over Texas, the Alamo, and the San Jacinto Monument"
4th Grade,Social Studies,14(B),"sing or recite ""Texas, Our Texas"""
4th Grade,Social Studies,14(C),recite and explain the meaning of the Pledge to the Texas Flag; and
4th Grade,Social Studies,14(D),describe the origins and significance of state celebrations such as Texas Independence Day and Juneteenth
4th Grade,Social Studies,15(A),identify important individuals who have participated voluntarily in civic affairs at state and local levels such as Adina de Zavala and Clara Driscoll;
4th Grade,Social Studies,15(B),"explain how individuals can participate voluntarily in civic affairs at state and local levels through activities such as respectfully holding public officials to their word, writing letters, and participating in historic preservation and service projects"
4th Grade,Social Studies,15(C),explain the duty of the individual in state and local elections such as being informed and voting
4th Grade,Social Studies,15(D),"identify the importance of historical figures and important individuals who modeled active participation in the democratic process such as Sam Houston, Barbara Jordan, Lorenzo de Zavala, Ann Richards, Henry B. González, Wallace Jefferson, and other local individuals"
4th Grade,Social Studies,15(E),explain how to contact elected and appointed leaders in state and local governments; and
4th Grade,Social Studies,15(F),use voting as a method for group decision making
4th Grade,Social Studies,16(A),"identify leaders in state, local, and national governments, including the governor, local members of the Texas Legislature, the local mayor, U.S. senators, local U.S. representatives, and Texans who have been president of the United States; and"
4th Grade,Social Studies,16(B),"identify leadership qualities of state and local leaders, past and present"
4th Grade,Social Studies,17(A),"identify customs, celebrations, and traditions of various cultural, regional, and local groups in Texas such as Cinco de Mayo, Oktoberfest, and Fiesta San Antonio; and"
4th Grade,Social Studies,17(B),"summarize the contributions of artists of various racial, ethnic, and religious groups in the development of Texas culture such as Lydia Mendoza, Chelo Silva, and Julius Lorenzo Cobb Bledsoe"
4th Grade,Social Studies,18(A),"identify famous inventors and scientists such as Gail Borden, Joseph Glidden, Michael DeBakey, and Millie Hughes-Fulford and their contributions; and"
4th Grade,Social Studies,18(B),"describe how scientific discoveries and innovations such as in aerospace, agriculture, energy, and technology have benefited individuals, businesses, and society in Texas"
4th Grade,Social Studies,19(A),"differentiate between, locate, and use valid primary and secondary sources such as technology; interviews; biographies; oral, print, and visual material; documents; and artifacts to acquire information about Texas"
4th Grade,Social Studies,19(B),differentiate and compare the information about a specific issue or event provided in primary and secondary sources
4th Grade,Social Studies,19(C),"analyze information by applying absolute and relative chronology through sequencing, categorizing, identifying cause-and-effect relationships, comparing, contrasting, finding the main idea, summarizing, making generalizations and predictions, and drawing inferences and conclusions"
4th Grade,Social Studies,19(D),"organize and interpret information in outlines, reports, databases, and visuals, including graphs, charts, timelines, and maps"
4th Grade,Social Studies,19(E),"identify different points of view about an issue, topic, historical event, or current event"
4th Grade,Social Studies,19(F),identify the central claim in a primary or secondary source; and
4th Grade,Social Studies,19(G),"develop and communicate a claim and supporting evidence visually, orally, or in writing related to a social studies topic"
4th Grade,Social Studies,20(A),"apply mapping elements, including grid systems, legends, symbols, scales, and compass roses, to create and interpret maps; and"
4th Grade,Social Studies,20(B),"interpret geographic data, population distribution, and natural resources into a variety of formats such as graphs and maps"
4th Grade,Social Studies,21(A),use social studies terminology correctly
4th Grade,Social Studies,21(B),incorporate main and supporting ideas in verbal and written communication
4th Grade,Social Studies,21(C),express ideas orally based on research and experiences
4th Grade,Social Studies,21(D),"create written and visual material such as journal entries, reports, graphic organizers, outlines, and bibliographies; and"
4th Grade,Social Studies,21(E),"apply foundational language skills to engage in civil discourse about social studies topics, including those with multiple perspectives"
4th Grade,Social Studies,22(A),"use democratic procedures to simulate making decisions on school, local, or state issues; and"
